Name,Kosten,Standort,Link,Bild,Details
Königspalast,13.0,Bangkok,https://www.royalgrandpalace.th/en/home,https://www.thailand-lifestyle.com/wp-content/uploads/2018/04/KoenigsPalast_Header.jpg,Muss man machen
